,0
0.0,-0.0
0.0,0.08196721311475375
0.8976660682226196,0.14754098360655699
1.7953321364452393,0.22131147540983687
2.244165170556549,0.29508196721311464
3.5906642728904785,0.3551912568306006
3.5906642728904785,0.3551912568306006
4.039497307001788,0.4098360655737707
5.385996409335725,0.4808743169398906
6.732495511669654,0.554644808743169
8.5278276481149,0.622950819672131
10.771992818671457,0.6857923497267763
12.567324955116696,0.7431693989071042
15.709156193895865,0.8114754098360655
18.85098743267504,0.8606557377049182
21.992818671454216,0.8934426229508199
25.134649910233385,0.9234972677595621
29.622980251346497,0.9508196721311472
35.45780969479353,0.9672131147540983
41.741472172351884,0.9836065573770495
48.025134649910235,0.9945355191256834
53.41113105924595,1.0
59.69479353680429,0.9972677595628413
